strap,transaction_date,sales_cd,sales_cd_dscr,price
R0005837,1989-11-06,U,unqualified,90000
R0005837,2005-12-08,U,unqualified,619900
R0005837,2006-04-25,U,unqualified,590000
R0005838,1999-07-28,U,unqualified,260000
R0005839,1980-08-01,Q,qualified,208000
R0005839,1982-11-17,Q,qualified,245500
R0005839,1990-07-27,Q,qualified,356000
R0005839,1996-11-12,Q,qualified,549000
R0005839,2005-03-25,U,unqualified,1250000
R0005843,1975-10-14,Q,qualified,79000
R0005843,1976-11-24,U,unqualified,100000
R0005843,1985-12-06,Q,qualified,191500
R0005843,1986-10-23,Q,qualified,254000
R0005845,2010-12-08,Q,qualified,639000
R0005845,2015-10-15,Q,qualified,925000
R0005846,2000-06-01,U,unqualified,369500
R0005853,1975-12-03,Q,qualified,51000
R0005853,1980-04-16,U,unqualified,85000
R0005853,1985-04-17,Q,qualified,115000
R0005854,2008-02-12,U,unqualified,400000
R0005858,1972-08-02,Q,qualified,55000
R0005858,2006-08-07,U,unqualified,1500000
R0005858,2021-09-24,Q,qualified,5900000
R0005860,1986-07-30,U,unqualified,146000
R0005860,1993-07-01,U,unqualified,215000
R0005860,1996-03-29,U,unqualified,290000
R0005860,2003-04-16,U,unqualified,582000
R0005860,2005-03-15,U,unqualified,580000
R0005860,2011-11-03,U,unqualified,765000
R0005860,2020-10-20,Q,qualified,1655000
R0005865,1988-12-13,Q,qualified,86000
R0005877,2003-07-28,P,pending qualification,300000
R0005877,2006-07-31,Q,qualified,780000
R0005877,2007-08-16,Q,qualified,780000
R0005877,2018-07-02,Q,qualified,1380000
R0005879,1986-08-06,U,unqualified,117000
R0005879,2021-11-08,Q,qualified,1308100
R0005880,2008-03-28,Q,qualified,675000
R0005880,2013-02-05,U,unqualified,660000
R0005880,2014-09-08,Q,qualified,2200000
R0005886,1987-11-18,Q,qualified,140000
R0005886,1990-04-05,U,unqualified,22500
R0005886,1990-05-03,Q,qualified,127900
R0005886,2011-06-06,U,unqualified,585000
R0005890,1977-01-07,Q,qualified,57300
R0005896,1983-08-17,U,unqualified,55000
R0005896,1986-06-04,Q,qualified,75500
R0005896,1991-07-15,Q,qualified,117300
R0005896,1996-03-28,Q,qualified,199000
R0005898,1990-12-17,Q,qualified,185000
R0005898,1991-11-18,Q,qualified,227000
R0005898,1997-10-10,Q,qualified,365000
R0005898,2000-06-19,Q,qualified,485000
R0005898,2002-01-07,U,unqualified,596500
R0005898,2003-06-23,Q,qualified,610000
R0005898,2006-12-04,Q,qualified,670000
R0005899,1992-10-07,U,unqualified,250300
R0005899,2005-06-30,Q,qualified,895000
R0005899,2013-10-22,U,unqualified,1020600
R0005899,2018-03-30,U,unqualified,2130000
R0005899,2020-12-08,U,unqualified,2395000
R0005899,2021-11-19,Q,qualified,2770000
R0005902,1982-04-16,U,unqualified,19000
R0005902,1989-05-17,Q,qualified,88000
R0005902,1993-09-13,Q,qualified,190000
R0005902,2007-09-27,U,unqualified,470000
R0005902,2023-10-30,Q,qualified,965000
R0005902,2024-06-13,U,unqualified,1280000
R0005903,1979-09-04,U,unqualified,165000
R0005903,1987-02-20,Q,qualified,190000
R0005903,1994-03-11,Q,qualified,350000
R0005914,1978-10-27,U,unqualified,102000
R0005914,1982-05-21,Q,qualified,260000
R0005914,1984-12-06,U,unqualified,300000
R0005914,2024-06-06,Q,qualified,2400000
R0005916,1975-10-03,U,unqualified,37100
R0005916,1999-09-13,U,unqualified,395000
R0005916,2003-03-07,U,unqualified,80000
R0005916,2015-05-11,Q,qualified,903000
R0005920,1993-11-30,Q,qualified,153500
R0005920,1997-10-03,Q,qualified,200900
R0005920,2000-10-04,Q,qualified,285000
R0005920,2003-03-28,U,unqualified,366000
R0005920,2006-06-30,Q,qualified,420000
R0005920,2013-07-31,Q,qualified,464000
R0005921,1999-05-04,U,unqualified,435000
R0005921,2006-11-15,Q,qualified,1650000
R0005921,2015-06-04,Q,qualified,1810000
R0005922,2015-04-20,U,unqualified,1701000
R0005922,2021-06-17,U,unqualified,13200000
R0005926,1978-10-10,Q,qualified,79500
R0005926,1981-01-28,Q,qualified,96800
R0005926,1990-07-03,Q,qualified,141000
R0005926,1994-11-07,Q,qualified,229000
R0005926,2005-03-01,Q,qualified,589300
R0005926,2006-03-10,Q,qualified,700000
R0005928,1977-01-13,Q,qualified,80000
R0005928,1990-05-14,Q,qualified,238000
R0005928,1991-03-26,Q,qualified,250000
R0005928,2024-08-09,P,pending qualification,2080000
R0005942,1913-01-24,P,pending qualification,1200
R0005942,2017-11-30,U,unqualified,1000000
R0005942,2020-03-24,Q,qualified,1494000
R0005944,1977-07-07,U,unqualified,64500
R0005946,2020-03-16,U,unqualified,1240000
R0005946,2023-12-28,Q,qualified,4375000
R0005948,1992-08-31,U,unqualified,257000
R0005948,2004-04-26,Q,qualified,800000
R0005950,2011-08-15,U,unqualified,650000
R0005950,2011-10-28,U,unqualified,814900
R0005950,2013-03-20,U,unqualified,1125000
R0005950,2015-02-09,U,unqualified,1350000
R0005952,2004-10-29,U,unqualified,525000
R0005952,2016-11-01,Q,qualified,1250000
R0005953,1978-06-30,U,unqualified,56000
R0005955,1971-03-30,Q,qualified,24000
R0005955,2014-07-15,Q,qualified,675000
R0005955,2016-04-19,Q,qualified,875000
R0005956,1977-08-03,U,unqualified,50000
R0005956,1980-01-02,Q,qualified,105000
R0005956,1986-11-12,Q,qualified,95100
R0005964,1982-11-10,Q,qualified,112500
R0005964,1985-01-18,Q,qualified,110000
R0005964,1986-10-27,Q,qualified,112000
R0005964,1990-11-07,Q,qualified,135000
R0005964,2006-02-27,Q,qualified,645000
R0005964,2011-01-11,U,unqualified,587500
R0005964,2015-12-18,Q,qualified,855000
R0005967,1976-10-21,U,unqualified,60000
R0005967,1987-01-02,Q,qualified,200000
R0005967,2018-04-20,U,unqualified,1845000
R0005978,1976-02-05,Q,qualified,35000
R0005978,1989-11-29,Q,qualified,80000
R0005978,1999-07-13,Q,qualified,440000
R0005978,2003-10-21,U,unqualified,50000
R0005983,2007-04-25,U,unqualified,795000
R0005984,1992-06-15,U,unqualified,89500
R0005984,2004-10-20,Q,qualified,1003000
R0005985,1975-02-05,P,pending qualification,62500
R0005985,1998-01-16,U,unqualified,600000
R0005991,1977-10-13,Q,qualified,55000
R0005991,1984-06-27,Q,qualified,91000
R0005991,1992-04-23,Q,qualified,134900
R0005991,2002-08-26,U,unqualified,338800
R0005991,2004-08-30,Q,qualified,580000
R0005991,2012-06-18,Q,qualified,582200
R0005995,2008-08-19,U,unqualified,420600
R0005995,2008-08-19,U,unqualified,420600
R0005995,2009-09-30,U,unqualified,735000
R0005995,2018-03-15,Q,qualified,1385000
R0005996,2006-03-21,U,unqualified,465000
R0005996,2006-04-28,U,unqualified,530000
R0005996,2010-06-18,Q,qualified,1975000
R0005996,2015-08-31,Q,qualified,2150000
R0005996,2019-08-15,U,unqualified,3100000
R0005996,2021-04-08,Q,qualified,3900000
R0006001,1998-05-27,Q,qualified,339900
R0006003,1966-04-01,U,unqualified,258500
R0006003,2001-10-10,U,unqualified,1095000
R0006003,2006-08-01,U,unqualified,1700000
R0006003,2013-08-30,U,unqualified,1450000
R0006003,2018-03-23,U,unqualified,5200000
R0006010,1984-03-28,Q,qualified,100000
R0006012,1972-06-22,Q,qualified,18800
R0006020,1972-09-19,U,unqualified,24000
R0006027,1974-05-17,Q,qualified,33000
R0006027,2011-08-19,Q,qualified,435600
R0006029,1987-09-21,U,unqualified,167500
R0006029,1988-11-01,U,unqualified,175000
R0006029,1996-05-07,Q,qualified,356000
R0006029,2000-09-05,U,unqualified,522500
R0006031,2000-06-28,Q,qualified,569000
R0006032,1979-07-06,Q,qualified,76000
R0006038,2000-08-14,Q,qualified,700000
R0006040,1994-07-07,U,unqualified,200000
R0006040,1994-07-07,U,unqualified,478600
R0006040,1999-11-02,U,unqualified,1510000
R0006043,1991-09-23,Q,qualified,181000
R0006043,1995-10-31,Q,qualified,320000
R0006043,1999-04-27,Q,qualified,450000
R0006047,1976-02-18,U,unqualified,67500
R0006047,1989-01-18,U,unqualified,167000
R0006047,2002-06-28,Q,qualified,690000
R0006053,1975-08-13,Q,qualified,87500
R0006053,1980-03-05,Q,qualified,185000
R0006056,2015-04-13,Q,qualified,1800000
R0006056,2016-10-17,U,unqualified,2250000
R0006059,1976-09-22,U,unqualified,33500
R0006059,1976-11-16,U,unqualified,41000
R0006064,1985-03-28,U,unqualified,77000
R0006064,1999-01-07,U,unqualified,250000
R0006067,1982-09-01,U,unqualified,107500
R0006067,1987-11-30,Q,qualified,185000
R0006067,1990-09-05,Q,qualified,205000
R0006067,1998-09-28,Q,qualified,482500
R0006067,2006-02-24,Q,qualified,630000
R0006068,2011-03-18,U,unqualified,645000
R0006072,1990-03-22,U,unqualified,75000
R0006074,1980-08-22,Q,qualified,98000
R0006074,1992-02-25,U,unqualified,65100
R0006076,1977-02-09,Q,qualified,45000
R0006076,1979-09-19,Q,qualified,77000
R0006076,1995-01-18,Q,qualified,200000
R0006076,2004-06-03,Q,qualified,434500
R0006076,2005-05-31,Q,qualified,479500
R0006076,2006-02-28,U,unqualified,520000
R0006077,1988-08-16,U,unqualified,90000
R0006077,1988-11-18,Q,qualified,200000
R0006079,1987-12-30,Q,qualified,119500
R0006086,2002-12-30,Q,qualified,500000
R0006087,1984-05-03,U,unqualified,175000
R0006087,2019-12-16,U,unqualified,2500000
R0006089,1994-04-28,Q,qualified,204000
R0006090,1992-07-27,Q,qualified,100000
R0006090,2017-07-07,U,unqualified,700000
R0006090,2020-03-06,Q,qualified,975000
R0006092,2012-09-05,U,unqualified,662000
R0006092,2020-07-10,Q,qualified,2650000
R0006092,2022-12-28,Q,qualified,3265000
R0006095,1987-04-10,U,unqualified,175000
R0006095,1996-08-20,Q,qualified,575000
R0006095,2001-09-25,Q,qualified,895000
R0006095,2012-10-12,U,unqualified,1350000
R0006095,2022-11-07,Q,qualified,4000000
R0006097,1972-09-07,U,unqualified,41000
R0006097,1983-08-18,U,unqualified,215000
R0006097,1987-09-30,U,unqualified,240000
R0006097,2004-06-18,U,unqualified,400000
R0006097,2008-08-14,U,unqualified,845000
R0006097,2015-03-05,U,unqualified,972500
R0006100,1998-07-07,U,unqualified,249000
R0006100,1999-12-31,U,unqualified,150000
R0006100,2001-01-30,U,unqualified,164500
R0006100,2001-01-30,Q,qualified,210000
R0006100,2007-04-24,Q,qualified,350000
R0006101,1985-01-28,Q,qualified,76600
R0006101,1991-08-26,Q,qualified,89500
R0006101,1993-06-28,Q,qualified,120000
R0006106,1982-02-08,U,unqualified,87200
R0006109,1975-11-24,Q,qualified,36000
R0006109,2016-08-01,U,unqualified,1000000
R0006117,1982-06-29,U,unqualified,87000
R0006117,1992-03-05,Q,qualified,142000
R0006117,1999-07-07,Q,qualified,300000
R0006118,2021-08-04,Q,qualified,1944000
R0006121,1999-05-18,Q,qualified,294900
R0006121,2001-08-15,Q,qualified,485000
R0006122,1996-11-06,U,unqualified,158000
R0006127,1999-06-23,U,unqualified,375000
R0006127,2000-12-29,Q,qualified,673100
R0006129,1983-12-29,Q,qualified,103000
R0006129,1983-12-29,Q,qualified,110000
R0006129,1993-09-16,Q,qualified,199000
R0006129,2003-04-11,Q,qualified,567500
R0006129,2006-06-10,Q,qualified,625000
R0006132,1980-01-15,U,unqualified,95000
R0006132,1983-01-13,Q,qualified,112500
R0006132,1992-02-25,U,unqualified,68300
R0006133,1992-08-24,Q,qualified,132500
R0006133,1994-09-30,Q,qualified,215000
R0006133,1999-04-29,Q,qualified,255000
R0006133,2005-06-14,Q,qualified,548000
R0006133,2007-06-29,Q,qualified,675000
R0006134,1998-08-31,U,unqualified,495000
R0006134,2005-05-27,Q,qualified,925000
R0006135,1994-04-06,Q,qualified,190000
R0006137,1992-03-03,U,unqualified,225000
R0006138,1986-08-07,Q,qualified,101000
R0006138,1990-05-01,Q,qualified,113000
R0006138,1997-10-23,Q,qualified,275000
R0006140,1987-09-01,Q,qualified,102000
R0006141,1976-07-30,U,unqualified,78000
R0006141,1978-07-03,U,unqualified,129500
R0006148,1997-05-29,U,unqualified,305000
R0006148,1997-12-01,U,unqualified,334500
R0006148,2020-08-26,U,unqualified,2437500
R0006149,1994-07-18,Q,qualified,209000
R0006151,1975-10-06,U,unqualified,13400
R0006152,1979-06-13,Q,qualified,260000
R0006152,1979-08-07,Q,qualified,265000
R0006152,1989-07-18,U,unqualified,700000
R0006152,1989-07-25,U,unqualified,700000
R0006154,1978-08-24,Q,qualified,55000
R0006155,2015-01-05,U,unqualified,1357000
R0006155,2018-07-16,Q,qualified,1100000
R0006156,1981-08-20,Q,qualified,120000
R0006156,1985-06-21,Q,qualified,165000
R0006156,1995-06-20,Q,qualified,405000
R0006156,2003-06-30,U,unqualified,610000
R0006156,2013-04-11,U,unqualified,950000
R0006156,2015-07-24,Q,qualified,1332000
R0006160,1994-06-30,U,unqualified,210000
R0006160,1999-03-15,U,unqualified,340000
R0006160,2001-07-11,U,unqualified,433500
R0006160,2002-03-25,U,unqualified,457000
R0006161,1981-08-31,Q,qualified,103000
R0006161,1986-07-07,Q,qualified,133000
R0006161,1992-01-08,Q,qualified,182800
R0006161,1996-08-01,Q,qualified,251000
R0006165,1986-02-28,Q,qualified,150000
R0006165,2013-05-31,U,unqualified,2100000
R0006172,1973-07-02,U,unqualified,21500
R0006172,1979-06-04,Q,qualified,60800
R0006172,1992-07-29,Q,qualified,105000
R0006172,2004-03-02,U,unqualified,274500
R0006173,1983-06-06,U,unqualified,200000
R0006173,1988-01-28,U,unqualified,272000
R0006173,1990-08-02,Q,qualified,632500
R0006174,1974-11-11,U,unqualified,63300
R0006175,2008-06-23,Q,qualified,1078000
R0006175,2013-07-02,Q,qualified,1025000
R0006176,2016-10-10,U,unqualified,704900
R0006176,2020-09-24,Q,qualified,897000
R0006177,1995-05-26,Q,qualified,200000
R0006179,1985-07-30,U,unqualified,110000
R0006179,1994-05-03,Q,qualified,385000
R0006180,2000-11-13,Q,qualified,500000
R0006180,2001-06-25,Q,qualified,710000
R0006180,2005-05-16,Q,qualified,695000
R0006180,2007-05-17,Q,qualified,812000
R0006182,1975-11-03,U,unqualified,37500
R0006183,1974-06-06,U,unqualified,42000
R0006183,1987-12-14,U,unqualified,102500
R0006183,1991-07-11,Q,qualified,151400
R0006184,1979-09-14,Q,qualified,179500
R0006184,1986-07-23,U,unqualified,100000
R0006184,1997-05-15,Q,qualified,670000
R0006184,1999-08-18,Q,qualified,935000
R0006184,2007-02-09,Q,qualified,1600000
R0006184,2018-07-10,Q,qualified,1925000
R0006184,2018-10-15,U,unqualified,1950000
R0006184,2023-03-20,Q,qualified,2450000
R0006187,1988-07-21,Q,qualified,106000
R0006187,1998-06-01,Q,qualified,470000
R0006187,1999-07-28,Q,qualified,532000
R0006187,2002-07-08,U,unqualified,732900
R0006187,2006-10-16,Q,qualified,836900
R0006187,2013-06-28,Q,qualified,950000
R0006190,1975-08-06,Q,qualified,61900
R0006190,1976-05-27,Q,qualified,69500
R0006191,1981-05-11,U,unqualified,115000
R0006194,1992-04-28,Q,qualified,170000
R0006194,1994-10-11,Q,qualified,220000
R0006194,1999-09-24,Q,qualified,315000
R0006194,2000-03-31,Q,qualified,356900
R0006195,1973-06-08,Q,qualified,34500
R0006199,1991-09-09,U,unqualified,142700
R0006199,1999-06-02,Q,qualified,510000
R0006199,2003-07-02,U,unqualified,605000
R0006199,2011-06-07,Q,qualified,715000
R0006199,2023-08-25,Q,qualified,1875000
R0006207,2000-12-15,Q,qualified,469000
R0006214,1981-09-11,U,unqualified,152000
R0006214,1985-05-20,U,unqualified,185000
R0006214,1989-08-18,Q,qualified,275000
R0006214,1996-08-14,Q,qualified,540000
R0006214,2014-04-18,U,unqualified,1550000
R0006214,2021-06-04,Q,qualified,5825000
R0006222,1984-08-28,Q,qualified,140000
R0006222,1992-07-08,Q,qualified,205000
R0006222,2010-02-25,Q,qualified,738000
R0006227,1975-11-04,Q,qualified,35000
R0006227,2018-12-21,U,unqualified,860000
R0006227,2020-10-09,Q,qualified,2850000
R0006228,1975-09-16,U,unqualified,35000
R0006228,2001-08-02,U,unqualified,425000
R0006229,2008-07-10,U,unqualified,426000
R0006229,2012-03-27,Q,qualified,559500
R0006232,1973-05-22,U,unqualified,19000
R0006232,2023-06-13,Q,qualified,1190000
R0006232,2023-12-04,Q,qualified,1190000
R0006233,1993-10-28,U,unqualified,208000
R0006233,2001-05-07,Q,qualified,760000
R0006233,2005-05-27,U,unqualified,930000
R0006233,2021-07-01,Q,qualified,2265000
R0006234,2020-09-08,Q,qualified,1230000
R0006235,2008-10-09,Q,qualified,450000
R0006276,1976-04-07,U,unqualified,56300
R0006276,2016-10-07,U,unqualified,1550000
R0006276,2024-05-16,Q,qualified,3200000
R0006278,2007-03-28,U,unqualified,305000
R0006278,2015-06-19,Q,qualified,545000
R0006280,1984-06-06,Q,qualified,110000
R0006280,1988-06-21,U,unqualified,130000
R0006280,2013-08-02,Q,qualified,667000
R0006280,2018-09-26,U,unqualified,954300
R0006280,2023-04-12,Q,qualified,1500000
R0006281,1989-01-18,Q,qualified,92000
R0006282,2003-08-04,Q,qualified,577500
R0006282,2005-03-21,Q,qualified,592000
R0006289,2006-06-29,U,unqualified,390000
R0006289,2012-05-30,U,unqualified,396000
R0006289,2015-02-27,Q,qualified,788000
R0006289,2018-04-13,Q,qualified,860500
R0006294,1992-11-23,U,unqualified,164900
R0006294,1994-07-29,Q,qualified,210000
R0006294,1999-05-06,Q,qualified,250000
R0006296,1974-07-02,Q,qualified,87500
R0006296,2023-10-03,Q,qualified,1900000
R0006297,2004-06-10,U,unqualified,3400000
R0006297,2013-11-18,Q,qualified,6432500
R0006297,2016-11-01,Q,qualified,7755300
R0006298,1983-12-22,U,unqualified,81500
R0006298,1986-12-29,U,unqualified,8100
R0006298,1997-11-12,Q,qualified,232000
R0006298,2001-08-01,U,unqualified,369900
R0006298,2003-04-11,U,unqualified,435000
R0006298,2005-09-14,U,unqualified,550000
R0006298,2012-08-10,Q,qualified,600000
R0006298,2014-10-27,Q,qualified,612500
R0006298,2023-11-03,Q,qualified,1025000
R0006299,2004-03-05,U,unqualified,521000
R0006301,1982-07-07,U,unqualified,129000
R0006301,1987-10-22,Q,qualified,120000
R0006301,2014-05-29,Q,qualified,657000
R0006303,1985-04-08,Q,qualified,90000
R0006303,1989-08-14,U,unqualified,3000
R0006303,1998-03-20,Q,qualified,319000
R0006305,1983-10-03,U,unqualified,30000
R0006305,2012-03-27,U,unqualified,267400
R0006305,2012-09-14,Q,qualified,490000
R0006311,1978-12-18,U,unqualified,179900
R0006318,1988-12-19,U,unqualified,164500
R0006318,1990-06-08,Q,qualified,87500
R0006318,1992-11-18,Q,qualified,345000
R0006320,1991-06-10,U,unqualified,148000
R0006320,1993-08-02,Q,qualified,269900
R0006320,1996-07-18,Q,qualified,355000
R0006320,2001-01-11,Q,qualified,570000
R0006320,2005-04-15,U,unqualified,660000
R0006320,2008-08-04,U,unqualified,700000
R0006320,2013-07-01,Q,qualified,940000
R0006320,2017-01-31,Q,qualified,1150000
R0006320,2019-02-06,Q,qualified,1350000
R0006320,2021-09-07,Q,qualified,1650000
R0006325,1973-12-17,U,unqualified,56000
R0006327,1988-12-22,U,unqualified,70000
R0006327,1992-08-03,Q,qualified,205000
R0006327,1996-06-25,Q,qualified,280000
R0006327,2015-03-02,Q,qualified,1200000
R0006327,2020-08-25,U,unqualified,60000
R0006329,2001-06-05,Q,qualified,450000
R0006329,2008-11-26,Q,qualified,625000
R0006329,2012-03-13,U,unqualified,625000
R0006330,1974-09-23,U,unqualified,63000
R0006330,1998-04-10,Q,qualified,472500
R0006330,2016-09-23,U,unqualified,1450000
R0006330,2019-05-30,Q,qualified,3700000
R0006334,1979-06-11,U,unqualified,40000
R0006334,2019-02-19,U,unqualified,650000
R0006339,2016-06-03,Q,qualified,882300
R0006343,1974-05-20,Q,qualified,50000
R0006343,1980-08-20,Q,qualified,115000
R0006344,2000-10-18,U,unqualified,470000
R0006344,2005-03-18,Q,qualified,1180000
R0006344,2005-10-10,U,unqualified,465000
R0006344,2005-10-10,U,unqualified,465000
R0006344,2007-09-28,Q,qualified,1300000
R0006345,1981-03-31,Q,qualified,125500
R0006345,1981-03-31,Q,qualified,125500
R0006345,1986-07-10,Q,qualified,147000
R0006346,1978-07-19,Q,qualified,76000
R0006346,1993-03-01,U,unqualified,30000
R0006346,2007-08-01,Q,qualified,595000
R0006347,1986-01-02,Q,qualified,130000
R0006348,1990-03-01,U,unqualified,240000
R0006351,1990-10-12,Q,qualified,187000
R0006351,1996-06-19,Q,qualified,285000
R0006353,1986-08-19,Q,qualified,138000
R0006353,1991-06-03,Q,qualified,138000
R0006353,1995-12-29,U,unqualified,171700
R0006353,2022-06-07,Q,qualified,1270000
R0006354,1993-07-14,U,unqualified,279000
R0006354,1996-10-03,Q,qualified,363400
R0006354,2005-02-14,U,unqualified,860000
R0006354,2014-12-17,Q,qualified,1300000
R0006358,1975-08-19,Q,qualified,27900
R0006358,1989-10-02,Q,qualified,109000
R0006359,1978-01-23,U,unqualified,76500
R0006359,1990-02-05,U,unqualified,195000
R0006359,1996-04-10,U,unqualified,339900
R0006359,2006-09-05,U,unqualified,730000
R0006359,2011-12-28,U,unqualified,847500
R0006366,1990-09-06,Q,qualified,124900
R0006366,1995-05-22,Q,qualified,219000
R0006377,2018-01-08,U,unqualified,700000
R0006377,2019-08-29,Q,qualified,884000
R0006379,1981-01-15,U,unqualified,123500
R0006379,1984-05-11,U,unqualified,139800
R0006380,1997-04-30,U,unqualified,365000
R0006383,1975-09-04,U,unqualified,25100
R0006383,1981-03-24,U,unqualified,85500
R0006383,2005-06-21,U,unqualified,559900
R0006383,2006-11-28,Q,qualified,775000
R0006383,2024-04-29,Q,qualified,1617300
R0006395,1977-09-13,U,unqualified,49000
R0006395,1981-05-05,Q,qualified,193500
R0006395,1983-02-16,Q,qualified,237600
R0006395,2009-07-09,Q,qualified,860000
R0006397,1972-07-13,Q,qualified,35000
R0006398,1967-06-14,U,unqualified,82500
R0006398,1990-07-23,Q,qualified,145000
R0006400,2008-02-21,U,unqualified,582650
R0006403,1991-05-15,Q,qualified,119300
R0006403,1999-03-02,Q,qualified,265500
R0006403,2004-07-12,Q,qualified,481000
R0006403,2013-02-15,U,unqualified,165634
R0006404,1975-09-15,Q,qualified,33000
R0006404,1991-07-10,Q,qualified,99500
R0006406,1976-09-28,U,unqualified,87500
R0006406,2003-12-30,Q,qualified,987500
R0006406,2019-12-06,Q,qualified,3800000
R0006410,1975-06-06,U,unqualified,44000
R0006410,1979-09-13,U,unqualified,97500
R0006410,1983-10-05,U,unqualified,28000
R0006414,1999-05-17,Q,qualified,292500
R0006415,2003-08-21,U,unqualified,580000
R0006415,2008-08-22,Q,qualified,1175000
R0006415,2023-01-06,Q,qualified,1505000
R0006416,1999-05-27,Q,qualified,265500
R0006416,2000-08-01,Q,qualified,359500
R0006416,2013-04-17,Q,qualified,463500
R0006417,1980-09-04,Q,qualified,125000
R0006417,1988-08-05,Q,qualified,165000
R0006417,1993-03-31,Q,qualified,325000
R0006417,2009-07-02,Q,qualified,812500
R0006418,1994-10-04,Q,qualified,172500
R0006418,1995-04-27,Q,qualified,243000
R0006418,1998-08-26,U,unqualified,316000
R0006418,2001-03-30,Q,qualified,440000
R0006418,2004-03-12,Q,qualified,450000
R0006418,2024-06-18,Q,qualified,1200000
R0006424,2019-08-07,U,unqualified,416000
R0006424,2019-08-07,U,unqualified,624000
R0006425,1978-08-16,U,unqualified,34500
R0006425,1980-10-29,Q,qualified,115000
R0006425,1999-08-31,Q,qualified,290000
R0006425,2013-11-18,Q,qualified,589000
R0006426,1988-05-03,U,unqualified,79500
R0006426,1991-09-13,U,unqualified,104900
R0006426,1992-06-26,U,unqualified,125000
R0006426,1998-09-15,U,unqualified,260000
R0006430,1975-03-18,Q,qualified,45000
R0006430,2024-02-20,Q,qualified,2000000
R0006439,2006-07-05,Q,qualified,760000
R0006439,2021-05-11,Q,qualified,2100000
R0006442,1992-08-03,U,unqualified,221000
R0006442,1997-12-24,U,unqualified,380000
R0006442,1998-05-18,U,unqualified,434900
R0006445,1975-06-03,Q,qualified,63300
R0006445,1993-07-16,U,unqualified,525000
R0006445,2016-06-17,U,unqualified,2560000
R0006446,1978-01-04,Q,qualified,55000
R0006446,1983-08-30,U,unqualified,79000
R0006446,1987-02-26,Q,qualified,163800
R0006446,1988-10-05,Q,qualified,143500
R0006451,1975-07-24,Q,qualified,47800
R0006451,1983-01-07,Q,qualified,133500
R0006452,1989-06-26,U,unqualified,65000
R0006452,1990-02-16,U,unqualified,78000
R0006452,2006-08-31,Q,qualified,562800
R0006456,1975-05-28,Q,qualified,42000
R0006457,2004-02-26,U,unqualified,450000
R0006457,2015-05-04,Q,qualified,615000
R0006457,2017-04-11,U,unqualified,950000
R0006457,2021-06-25,Q,qualified,1275000
R0006460,1996-06-06,Q,qualified,201000
R0006461,1981-04-03,Q,qualified,106500
R0006461,1988-10-31,Q,qualified,134500
R0006461,1993-06-01,Q,qualified,235600
R0006463,1988-07-22,Q,qualified,165000
R0006463,2005-08-12,Q,qualified,581000
R0006464,1991-10-02,Q,qualified,190000
R0006464,2018-03-29,Q,qualified,1210000
R0006464,2022-11-12,U,unqualified,225000
R0006469,1999-05-25,U,unqualified,255000
R0006469,2012-01-26,U,unqualified,575000
R0006469,2019-05-01,Q,qualified,1150000
R0006471,2014-07-25,Q,qualified,874000
R0006476,1973-10-31,Q,qualified,30000
R0006476,1993-04-29,Q,qualified,138000
R0006476,2021-11-05,Q,qualified,1175000
R0006478,1996-08-20,Q,qualified,210000
R0006478,1999-04-14,Q,qualified,249900
R0006478,2001-07-02,Q,qualified,375000
R0006478,2006-07-28,U,unqualified,459500
R0006478,2009-05-29,Q,qualified,500000
R0006479,1983-11-03,Q,qualified,115000
R0006479,1988-04-12,Q,qualified,122800
R0006479,2023-04-13,Q,qualified,1250000
R0006487,2013-01-18,Q,qualified,435000
R0006487,2019-06-27,Q,qualified,740518
R0006490,1999-04-01,U,unqualified,205000
R0006490,2016-07-11,U,unqualified,585000
R0006490,2017-01-06,Q,qualified,686500
R0006490,2018-09-14,Q,qualified,844000
R0006490,2023-06-14,Q,qualified,1125000
R0006490,2023-09-28,U,unqualified,562000
R0006492,1985-06-25,Q,qualified,154900
R0006492,1988-10-03,Q,qualified,195000
R0006492,2010-05-28,Q,qualified,1180000
R0006492,2015-06-23,U,unqualified,1900000
R0006492,2019-08-06,Q,qualified,2400000
R0006493,1988-08-29,U,unqualified,60000
R0006493,1993-06-15,U,unqualified,255000
R0006494,1975-10-15,Q,qualified,55500
R0006494,1989-06-01,U,unqualified,235000
R0006496,2018-07-03,U,unqualified,1125000
R0006500,1983-07-11,Q,qualified,570000
R0006500,1987-11-27,Q,qualified,671900
R0006502,1986-03-11,Q,qualified,142500
R0006502,1989-09-07,Q,qualified,168000
R0006505,1975-05-28,U,unqualified,38500
R0006505,1989-08-25,Q,qualified,360000
R0006505,1993-07-08,Q,qualified,500000
R0006505,2004-01-05,U,unqualified,830000
R0006505,2014-07-11,U,unqualified,1411578
R0006505,2024-04-03,Q,qualified,3291200
R0006510,1994-08-24,U,unqualified,175000
R0006510,2008-09-15,U,unqualified,499000
R0006515,1981-06-09,U,unqualified,150000
R0006515,1982-08-19,U,unqualified,162500
R0006517,1975-12-16,U,unqualified,62500
R0006517,1983-06-03,Q,qualified,190000
R0006517,1983-06-03,Q,qualified,190000
R0006517,1990-11-05,Q,qualified,225000
R0006517,2018-10-26,Q,qualified,1250000
R0006521,1993-12-17,U,unqualified,47000
R0006521,1998-06-22,Q,qualified,337500
R0006521,2014-08-01,U,unqualified,950000
